source_file,species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
6,Enterobacter kobei,NA,NA,NA,NA,NA,4,NA
6,Enterobacter cloacae,NA,NA,NA,NA,NA,2,NA
6,Enterobacter cloacae complex sp. Mu1197,NA,NA,NA,NA,NA,1,NA
6,Enterobacter oligotrophicus,NA,NA,NA,NA,NA,1,NA
6,Enterobacter pseudoroggenkampii,NA,NA,NA,NA,NA,1,NA
6,Kosakonia sp. ML.JS2a,NA,NA,NA,NA,NA,2,NA
6,Kosakonia sp. CCTCC M2018092,NA,NA,NA,NA,NA,1,NA
6,Kosakonia sp. H02,NA,NA,NA,NA,NA,1,NA
6,Kosakonia sacchari,NA,NA,NA,NA,NA,2,NA
6,Kosakonia oryzendophytica,NA,NA,NA,NA,NA,1,NA
6,Kosakonia arachidis,NA,NA,NA,NA,NA,1,NA
6,Kosakonia cowanii,NA,NA,NA,NA,NA,1,NA
6,Kluyvera intermedia,NA,NA,NA,NA,NA,3,NA
6,Kluyvera genomosp. 3,NA,NA,NA,NA,NA,2,NA
6,Kluyvera ascorbata,NA,NA,NA,NA,NA,2,NA
6,Trabulsiella odontotermitis,NA,NA,NA,NA,NA,5,NA
6,Leclercia adecarboxylata,NA,NA,NA,NA,NA,3,NA
6,Leclercia sp. 29361,NA,NA,NA,NA,NA,1,NA
6,Atlantibacter subterranea,NA,NA,NA,NA,NA,4,NA
6,Cedecea sp. FDAARGOS_727,NA,NA,NA,NA,NA,1,NA
6,Cedecea neteri,NA,NA,NA,NA,NA,1,NA
6,Cedecea davisae,NA,NA,NA,NA,NA,1,NA
6,Candidatus Hamiltonella defensa,NA,NA,NA,NA,NA,1,NA
6,Candidatus Regiella insecticola,NA,NA,NA,NA,NA,1,NA
6,Candidatus Stammera capleta,NA,NA,NA,NA,NA,1,NA
6,[Enterobacter] lignolyticus,NA,NA,NA,NA,NA,3,NA
6,Cronobacter sp. JZ38,NA,NA,NA,NA,NA,1,NA
6,Cronobacter condimenti,NA,NA,NA,NA,NA,1,NA
6,Cronobacter dublinensis,NA,NA,NA,NA,NA,1,NA
6,Superficieibacter sp. HKU1,NA,NA,NA,NA,NA,3,NA
6,Buttiauxella agrestis,NA,NA,NA,NA,NA,3,NA
6,Lelliottia sp. JS-SCA-14,NA,NA,NA,NA,NA,3,NA
6,Plautia stali symbiont,NA,NA,NA,NA,NA,1,NA
6,Enterobacteriaceae bacterium ENNIH1,NA,NA,NA,NA,NA,1,NA
6,Pseudocitrobacter faecalis,NA,NA,NA,NA,NA,2,NA
6,Mangrovibacter phragmitis,NA,NA,NA,NA,NA,2,NA
6,Shimwellia blattae,NA,NA,NA,NA,NA,2,NA
6,Jejubacter calystegiae,NA,NA,NA,NA,NA,2,NA
6,Candidatus Profftia sp. (ex Adelges kitamiensis),NA,NA,NA,NA,NA,1,NA
6,Candidatus Profftia tarda,NA,NA,NA,NA,NA,1,NA
6,Pseudescherichia vulneris,NA,NA,NA,NA,NA,1,NA
6,Apirhabdus apintestini,NA,NA,NA,NA,NA,1,NA
6,Erwinia sp. E_sp_W01_1,NA,NA,NA,NA,NA,6,NA
6,Erwinia sp. E602,NA,NA,NA,NA,NA,1,NA
6,Erwinia sp. E_sp_W01_6,NA,NA,NA,NA,NA,1,NA
6,Erwinia billingiae,NA,NA,NA,NA,NA,1,NA
6,[Pantoea] beijingensis,NA,NA,NA,NA,NA,1,NA
6,Erwinia persicina,NA,NA,NA,NA,NA,1,NA
6,Pantoea sp. C3,NA,NA,NA,NA,NA,2,NA
6,Pantoea sp. Z09,NA,NA,NA,NA,NA,1,NA
6,Pantoea sp. BRR-3P,NA,NA,NA,NA,NA,1,NA
6,Pantoea dispersa,NA,NA,NA,NA,NA,2,NA
6,Pantoea phytobeneficialis,NA,NA,NA,NA,NA,1,NA
6,Pantoea alhagi,NA,NA,NA,NA,NA,1,NA
6,Buchnera aphidicola,NA,NA,NA,NA,NA,2,NA
6,Winslowiella toletana,NA,NA,NA,NA,NA,1,NA
6,Tatumella ptyseos,NA,NA,NA,NA,NA,1,NA
6,Serratia plymuthica,NA,NA,NA,NA,NA,2,NA
6,Serratia marcescens,NA,NA,NA,NA,NA,2,NA
6,Serratia bockelmannii,NA,NA,NA,NA,NA,1,NA
6,Serratia surfactantfaciens,NA,NA,NA,NA,NA,1,NA
6,Serratia liquefaciens,NA,NA,NA,NA,NA,1,NA
6,Yersinia hibernica,NA,NA,NA,NA,NA,4,NA
6,Chimaeribacter arupi,NA,NA,NA,NA,NA,2,NA
6,Rahnella bonaserana,NA,NA,NA,NA,NA,1,NA
6,Xenorhabdus sp. SF857,NA,NA,NA,NA,NA,1,NA
6,Xenorhabdus bovienii,NA,NA,NA,NA,NA,1,NA
6,Photorhabdus asymbiotica,NA,NA,NA,NA,NA,2,NA
6,Proteus vulgaris,NA,NA,NA,NA,NA,1,NA
6,Morganella morganii,NA,NA,NA,NA,NA,1,NA
6,Providencia sp. R33,NA,NA,NA,NA,NA,1,NA
6,Dickeya aquatica,NA,NA,NA,NA,NA,4,NA
6,Pectobacterium polonicum,NA,NA,NA,NA,NA,2,NA
6,Hafnia alvei,NA,NA,NA,NA,NA,2,NA
6,Edwardsiella tarda,NA,NA,NA,NA,NA,1,NA
6,Leminorella grimontii,NA,NA,NA,NA,NA,2,NA
6,Limnobaculum parvum,NA,NA,NA,NA,NA,1,NA
6,Sodalis ligni,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas aeruginosa,NA,NA,NA,NA,NA,25543,NA
6,Pseudomonas paraeruginosa,NA,NA,NA,NA,NA,11,NA
6,Pseudomonas citronellolis,NA,NA,NA,NA,NA,4,NA
6,Pseudomonas sp. ATCC 13867,NA,NA,NA,NA,NA,3,NA
6,Pseudomonas sp. MPC6,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. LS1212,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. GCEP-101,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. C9-3,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. NA-150,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. B21-028,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. KHPS1,NA,NA,NA,NA,NA,2,NA
6,Pseudomonas sp. TCU-HL1,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. AN-1,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. AN-B15,NA,NA,NA,NA,NA,2,NA
6,Pseudomonas sp. 19-rlim,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. StFLB209,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. QE6,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. SCB32,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. QL9,NA,NA,NA,NA,NA,2,NA
6,Pseudomonas sp. J452,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. LS.1a,NA,NA,NA,NA,NA,3,NA
6,Pseudomonas sp. SG20056,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. SO81,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. KU43P,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. WJP1,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. SK3(2021),NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. DG56-2,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. Marseille-Q3773,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. GOM7,NA,NA,NA,NA,NA,2,NA
6,Pseudomonas sp. FP2338,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. UW4,NA,NA,NA,NA,NA,2,NA
6,Pseudomonas sp. 10S4,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. gcc21,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. RC3H12,NA,NA,NA,NA,NA,2,NA
6,Pseudomonas sp. MH10,NA,NA,NA,NA,NA,4,NA
6,Pseudomonas sp. MYb327,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. Leaf58,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. M1,NA,NA,NA,NA,NA,3,NA
6,Pseudomonas sp. KNUC1026,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. CCC3.1,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. Q1-7,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas sp. HS-18,NA,NA,NA,NA,NA,4,NA
6,Pseudomonas putida,NA,NA,NA,NA,NA,18,NA
6,Pseudomonas fulva,NA,NA,NA,NA,NA,5,NA
6,Pseudomonas huaxiensis,NA,NA,NA,NA,NA,3,NA
6,Pseudomonas fluorescens,NA,NA,NA,NA,NA,9,NA
6,Pseudomonas synxantha,NA,NA,NA,NA,NA,2,NA
6,Pseudomonas trivialis,NA,NA,NA,NA,NA,2,NA
6,Pseudomonas poae,NA,NA,NA,NA,NA,3,NA
6,Pseudomonas migulae,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas granadensis,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas marginalis,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas chlororaphis,NA,NA,NA,NA,NA,13,NA
6,Pseudomonas lundensis,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas syringae,NA,NA,NA,NA,NA,2,NA
6,Pseudomonas syringae group genomosp. 7,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas viridiflava,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas syringae group genomosp. 3,NA,NA,NA,NA,NA,2,NA
6,Pseudomonas triclosanedens,NA,NA,NA,NA,NA,5,NA
6,Pseudomonas argentinensis,NA,NA,NA,NA,NA,3,NA
6,Pseudomonas promysalinigenes,NA,NA,NA,NA,NA,2,NA
6,Pseudomonas thivervalensis,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas eucalypticola,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas atacamensis,NA,NA,NA,NA,NA,2,NA
6,Pseudomonas cavernae,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas frederiksbergensis,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas viciae,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas agarici,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas seleniipraecipitans,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas arsenicoxydans,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas kurunegalensis,NA,NA,NA,NA,NA,3,NA
6,Pseudomonas anuradhapurensis,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas hamedanensis,NA,NA,NA,NA,NA,1,NA
6,Candidatus Pseudomonas adelgestsugas,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas xanthosomatis,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas indoloxydans,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas oryzae,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas pohangensis,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas vranovensis,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas solani,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas batumici,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas silvicola,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas berkeleyensis,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas tohonis,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas alkylphenolica,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas coleopterorum,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas wenzhouensis,NA,NA,NA,NA,NA,1,NA
6,Pseudomonas denitrificans (nom. rej.),NA,NA,NA,NA,NA,1,NA
6,Halopseudomonas pelagia,NA,NA,NA,NA,NA,1,NA
6,Stutzerimonas degradans,NA,NA,NA,NA,NA,1,NA
6,Aquipseudomonas alcaligenes,NA,NA,NA,NA,NA,1,NA
6,Entomomonas sp. E2T0,NA,NA,NA,NA,NA,1,NA
6,Marinobacter nauticus,NA,NA,NA,NA,NA,1,NA
6,Colwellia sp. Arc7-635,NA,NA,NA,NA,NA,1,NA
6,Colwellia sp. PAMC 20917,NA,NA,NA,NA,NA,1,NA
6,Colwellia sp. 20A7,NA,NA,NA,NA,NA,1,NA
6,Thalassotalea psychrophila,NA,NA,NA,NA,NA,1,NA
6,Pseudoalteromonas sp. CF6-2,NA,NA,NA,NA,NA,2,NA
6,Pseudoalteromonas tunicata,NA,NA,NA,NA,NA,1,NA
6,Saliniradius amylolyticus,NA,NA,NA,NA,NA,1,NA
6,Planctobacterium marinum,NA,NA,NA,NA,NA,1,NA
6,Saccharobesus litoralis,NA,NA,NA,NA,NA,1,NA
6,Shewanella decolorationis,NA,NA,NA,NA,NA,1,NA
6,Pseudidiomarina andamanensis,NA,NA,NA,NA,NA,1,NA
6,Moritella sp. 5,NA,NA,NA,NA,NA,1,NA
6,Stenotrophomonas maltophilia,NA,NA,NA,NA,NA,3,NA
6,Stenotrophomonas sp. 610A2,NA,NA,NA,NA,NA,1,NA
6,Stenotrophomonas sp. WHRI 8082,NA,NA,NA,NA,NA,1,NA
6,Xanthomonas sacchari,NA,NA,NA,NA,NA,1,NA
6,Xanthomonas fragariae,NA,NA,NA,NA,NA,1,NA
6,Xanthomonas campestris,NA,NA,NA,NA,NA,1,NA
6,Luteimonas sp. YGD11-2,NA,NA,NA,NA,NA,1,NA
6,Lysobacter firmicutimachus,NA,NA,NA,NA,NA,1,NA
6,Aeromonas sp. Ne-1,NA,NA,NA,NA,NA,1,NA
6,Aeromonas allosaccharophila,NA,NA,NA,NA,NA,1,NA
6,Aeromonas jandaei,NA,NA,NA,NA,NA,1,NA
6,Aeromonas hydrophila,NA,NA,NA,NA,NA,1,NA
6,Oceanospirillales bacterium,NA,NA,NA,NA,NA,3,NA
6,Halomonas sp. TD01,NA,NA,NA,NA,NA,1,NA
6,Halomonas beimenensis,NA,NA,NA,NA,NA,1,NA
6,Endozoicomonas sp. GU-1,NA,NA,NA,NA,NA,1,NA
6,Vibrio furnissii,NA,NA,NA,NA,NA,2,NA
6,Aliivibrio wodanis,NA,NA,NA,NA,NA,1,NA
6,Grimontia hollisae,NA,NA,NA,NA,NA,1,NA
6,uncultured Gammaproteobacteria bacterium,NA,NA,NA,NA,NA,2,NA
6,Gilliamella sp. ESL0443,NA,NA,NA,NA,NA,1,NA
6,Utexia brackfieldae,NA,NA,NA,NA,NA,1,NA
6,Teredinibacter turnerae,NA,NA,NA,NA,NA,1,NA
6,Microbulbifer sp. GL-2,NA,NA,NA,NA,NA,1,NA
6,Halothiobacillus sp. DCM-1,NA,NA,NA,NA,NA,1,NA
6,Nitrosococcus oceani,NA,NA,NA,NA,NA,1,NA
6,Sinimarinibacterium sp. NLF-5-8,NA,NA,NA,NA,NA,1,NA
6,Legionella sainthelensi,NA,NA,NA,NA,NA,1,NA
6,Candidatus Thiodubiliella sp.,NA,NA,NA,NA,NA,1,NA
6,Methylococcus sp. EFPC2,NA,NA,NA,NA,NA,1,NA
6,Bradyrhizobium sp. CCBAU 53340,NA,NA,NA,NA,NA,1,NA
6,Bradyrhizobium sp.,NA,NA,NA,NA,NA,1,NA
6,Bradyrhizobium erythrophlei,NA,NA,NA,NA,NA,1,NA
6,Rhodopseudomonas palustris,NA,NA,NA,NA,NA,1,NA
6,Tardiphaga alba,NA,NA,NA,NA,NA,1,NA
6,Rhizobium sp. WL3,NA,NA,NA,NA,NA,1,NA
6,Rhizobium anhuiense,NA,NA,NA,NA,NA,1,NA
6,Agrobacterium larrymoorei,NA,NA,NA,NA,NA,1,NA
6,Ensifer sp. PDNC004,NA,NA,NA,NA,NA,1,NA
6,Methylobacterium phyllosphaerae,NA,NA,NA,NA,NA,1,NA
6,Bosea sp. AS-1,NA,NA,NA,NA,NA,1,NA
6,Oricola thermophila,NA,NA,NA,NA,NA,1,NA
6,Bartonella clarridgeiae,NA,NA,NA,NA,NA,1,NA
6,Methylovirgula sp. HY1,NA,NA,NA,NA,NA,1,NA
6,Lichenihabitans psoromatis,NA,NA,NA,NA,NA,1,NA
6,Novosphingobium sp. EMRT-2,NA,NA,NA,NA,NA,1,NA
6,Sphingobium xenophagum,NA,NA,NA,NA,NA,1,NA
6,Sphingomonas piscis,NA,NA,NA,NA,NA,1,NA
6,Sphingosinithalassobacter sp. CS137,NA,NA,NA,NA,NA,1,NA
6,Sphingorhabdus lutea,NA,NA,NA,NA,NA,1,NA
6,Croceicoccus marinus,NA,NA,NA,NA,NA,1,NA
6,Pelagerythrobacter marensis,NA,NA,NA,NA,NA,1,NA
6,Zymomonas mobilis,NA,NA,NA,NA,NA,1,NA
6,Brevundimonas diminuta,NA,NA,NA,NA,NA,2,NA
6,Phenylobacterium zucineum,NA,NA,NA,NA,NA,1,NA
6,Caulobacter sp. NIBR1757,NA,NA,NA,NA,NA,1,NA
6,Azospirillum sp. A26,NA,NA,NA,NA,NA,1,NA
6,Azospirillum thiophilum,NA,NA,NA,NA,NA,1,NA
6,Thalassobaculaceae bacterium,NA,NA,NA,NA,NA,1,NA
6,Aestuariispira ectoiniformans,NA,NA,NA,NA,NA,1,NA
6,Wolbachia endosymbiont of Dipetalonema caudispina,NA,NA,NA,NA,NA,3,NA
6,Salipiger profundus,NA,NA,NA,NA,NA,1,NA
6,alpha proteobacterium HIMB59,NA,NA,NA,NA,NA,1,NA
6,Kordiimonas pumila,NA,NA,NA,NA,NA,1,NA
6,Candidatus Bealeia paramacronuclearis,NA,NA,NA,NA,NA,1,NA
6,Burkholderia cepacia,NA,NA,NA,NA,NA,1,NA
6,Burkholderia anthina,NA,NA,NA,NA,NA,1,NA
6,Burkholderia gladioli,NA,NA,NA,NA,NA,1,NA
6,Cupriavidus necator,NA,NA,NA,NA,NA,1,NA
6,Ralstonia solanacearum,NA,NA,NA,NA,NA,1,NA
6,Caballeronia sp. Sq4a,NA,NA,NA,NA,NA,1,NA
6,Paraburkholderia phenoliruptrix,NA,NA,NA,NA,NA,1,NA
6,Pandoraea sputorum,NA,NA,NA,NA,NA,1,NA
6,Acidovorax sp. RAC01,NA,NA,NA,NA,NA,2,NA
6,Acidovorax carolinensis,NA,NA,NA,NA,NA,1,NA
6,Variovorax sp. V213,NA,NA,NA,NA,NA,2,NA
6,Ottowia sp. SB7-C50,NA,NA,NA,NA,NA,1,NA
6,Diaphorobacter sp. HDW4B,NA,NA,NA,NA,NA,1,NA
6,Piscinibacter gummiphilus,NA,NA,NA,NA,NA,1,NA
6,Achromobacter spanius,NA,NA,NA,NA,NA,1,NA
6,Janthinobacterium sp. J1-1,NA,NA,NA,NA,NA,1,NA
6,Zoogloeaceae bacteirum Par-f-2,NA,NA,NA,NA,NA,1,NA
6,Azoarcus sp. CIB,NA,NA,NA,NA,NA,1,NA
6,Thiobacillus denitrificans,NA,NA,NA,NA,NA,1,NA
6,Gallionella capsiferriformans,NA,NA,NA,NA,NA,1,NA
6,Vitreoscilla stercoraria,NA,NA,NA,NA,NA,1,NA
6,uncultured Polaribacter sp.,NA,NA,NA,NA,NA,1,NA
6,Polaribacter sp. ALD11,NA,NA,NA,NA,NA,1,NA
6,Zhouia spongiae,NA,NA,NA,NA,NA,2,NA
6,Aquimarina sp. Aq107,NA,NA,NA,NA,NA,1,NA
6,Aquimarina sp. W85,NA,NA,NA,NA,NA,1,NA
6,Flavobacteriaceae bacterium,NA,NA,NA,NA,NA,1,NA
6,Flavobacterium bizetiae,NA,NA,NA,NA,NA,1,NA
6,Flagellimonas sp. HMM57,NA,NA,NA,NA,NA,1,NA
6,Algibacter sp. L1A34,NA,NA,NA,NA,NA,1,NA
6,Hymenobacter sp. DG25A,NA,NA,NA,NA,NA,1,NA
6,Hymenobacter tibetensis,NA,NA,NA,NA,NA,1,NA
6,Chryseotalea sp. WA131a,NA,NA,NA,NA,NA,1,NA
6,Flammeovirgaceae bacterium 311,NA,NA,NA,NA,NA,1,NA
6,Spirosoma montaniterrae,NA,NA,NA,NA,NA,1,NA
6,Segatella copri,NA,NA,NA,NA,NA,1,NA
6,Bacteroidales bacterium,NA,NA,NA,NA,NA,1,NA
6,uncultured Ignavibacteriales bacterium,NA,NA,NA,NA,NA,1,NA
6,Gemmatimonadota bacterium,NA,NA,NA,NA,NA,1,NA
6,uncultured candidate division Zixibacteria bacterium,NA,NA,NA,NA,NA,1,NA
6,Ereboglobus luteus,NA,NA,NA,NA,NA,1,NA
6,Opitutales bacterium,NA,NA,NA,NA,NA,1,NA
6,Opitutia bacterium KCR 482,NA,NA,NA,NA,NA,1,NA
6,Verrucomicrobiia bacterium,NA,NA,NA,NA,NA,1,NA
6,Roseimaritima ulvae,NA,NA,NA,NA,NA,1,NA
6,Stieleria maiorica,NA,NA,NA,NA,NA,1,NA
6,Gimesia panareensis,NA,NA,NA,NA,NA,1,NA
6,Kiritimatiellota bacterium B12222,NA,NA,NA,NA,NA,1,NA
6,Borreliella bavariensis,NA,NA,NA,NA,NA,2,NA
6,Leptospira noguchii,NA,NA,NA,NA,NA,1,NA
6,Leptospira kmetyi,NA,NA,NA,NA,NA,1,NA
6,Brachyspira pilosicoli,NA,NA,NA,NA,NA,1,NA
6,Sorangium cellulosum,NA,NA,NA,NA,NA,2,NA
6,Labilithrix luteola,NA,NA,NA,NA,NA,1,NA
6,Deltaproteobacteria bacterium,NA,NA,NA,NA,NA,1,NA
6,Pendulispora brunnea,NA,NA,NA,NA,NA,1,NA
6,Desulfosarcina alkanivorans,NA,NA,NA,NA,NA,1,NA
6,uncultured Desulfobacter sp.,NA,NA,NA,NA,NA,1,NA
6,Candidatus Adiutrix intracellularis,NA,NA,NA,NA,NA,1,NA
6,Desulfarculia bacterium,NA,NA,NA,NA,NA,1,NA
6,Thermodesulfobacteriota bacterium,NA,NA,NA,NA,NA,1,NA
6,Campylobacter coli,NA,NA,NA,NA,NA,4,NA
6,uncultured Acidobacteriaceae bacterium,NA,NA,NA,NA,NA,1,NA
6,Thermoanaerobaculia bacterium,NA,NA,NA,NA,NA,1,NA
6,Geovibrio thiophilus,NA,NA,NA,NA,NA,1,NA
6,uncultured bacterium,NA,NA,NA,NA,NA,50,NA
6,uncultured bacterium contig00027,NA,NA,NA,NA,NA,1,NA
6,uncultured bacterium KM3-205-D9,NA,NA,NA,NA,NA,1,NA
6,Candidatus Eisenbacteria bacterium,NA,NA,NA,NA,NA,1,NA
6,Saccharomyces cerevisiae,NA,NA,NA,NA,NA,8494,NA
6,Saccharomyces paradoxus,NA,NA,NA,NA,NA,36,NA
6,Saccharomyces boulardii (nom. inval.),NA,NA,NA,NA,NA,21,NA
6,Saccharomyces kudriavzevii,NA,NA,NA,NA,NA,10,NA
6,Saccharomyces mikatae,NA,NA,NA,NA,NA,5,NA
6,Saccharomyces bayanus,NA,NA,NA,NA,NA,5,NA
6,Saccharomyces pastorianus,NA,NA,NA,NA,NA,6,NA
6,Saccharomyces eubayanus,NA,NA,NA,NA,NA,2,NA
6,uncultured Saccharomyces,NA,NA,NA,NA,NA,4,NA
6,Lachancea kluyveri,NA,NA,NA,NA,NA,2,NA
6,Vanderwaltozyma yarrowii,NA,NA,NA,NA,NA,1,NA
6,Nakaseomyces delphensis,NA,NA,NA,NA,NA,1,NA
6,Eremothecium sinecaudum,NA,NA,NA,NA,NA,1,NA
6,Arxiozyma heterogenica,NA,NA,NA,NA,NA,1,NA
6,Saccharomycodes ludwigii,NA,NA,NA,NA,NA,1,NA
6,Kurtzmaniella quercitrusa,NA,NA,NA,NA,NA,5,NA
6,Candida jiufengensis,NA,NA,NA,NA,NA,2,NA
6,Scheffersomyces spartinae,NA,NA,NA,NA,NA,1,NA
6,Ascochyta medicaginicola,NA,NA,NA,NA,NA,4,NA
6,Plenodomus biglobosus,NA,NA,NA,NA,NA,2,NA
6,Alternaria rosae,NA,NA,NA,NA,NA,1,NA
6,Verruconis gallopava,NA,NA,NA,NA,NA,1,NA
6,Lasiodiplodia theobromae,NA,NA,NA,NA,NA,1,NA
6,Cladosporium halotolerans,NA,NA,NA,NA,NA,1,NA
6,Aspergillus heteromorphus,NA,NA,NA,NA,NA,4,NA
6,Aspergillus ochraceoroseus,NA,NA,NA,NA,NA,1,NA
6,Aspergillus wentii,NA,NA,NA,NA,NA,1,NA
6,Penicillium solitum,NA,NA,NA,NA,NA,1,NA
6,Arthroderma uncinatum,NA,NA,NA,NA,NA,1,NA
6,Monochaetia castaneae,NA,NA,NA,NA,NA,5,NA
6,Nigrospora oryzae,NA,NA,NA,NA,NA,1,NA
6,Sporothrix schenckii,NA,NA,NA,NA,NA,1,NA
6,Tricharina praecox,NA,NA,NA,NA,NA,1,NA
6,Cryptococcus neoformans,NA,NA,NA,NA,NA,4190,NA
6,Cryptococcus neoformans AD hybrid,NA,NA,NA,NA,NA,10,NA
6,Cryptococcus deuterogattii,NA,NA,NA,NA,NA,6,NA
6,Rhizochaete sulphurosa,NA,NA,NA,NA,NA,1,NA
6,Phanerochaete carnosa,NA,NA,NA,NA,NA,1,NA
6,Schizophyllum commune,NA,NA,NA,NA,NA,1,NA
6,Chytridiaceae sp.,NA,NA,NA,NA,NA,1,NA
6,Mucor mucedo,NA,NA,NA,NA,NA,1,NA
6,uncultured fungus,NA,NA,NA,NA,NA,1,NA
6,Homo sapiens,NA,NA,NA,NA,NA,23,NA
6,Pongo abelii,NA,NA,NA,NA,NA,1,NA
6,Macaca mulatta,NA,NA,NA,NA,NA,1,NA
6,Mus musculus,NA,NA,NA,NA,NA,8,NA
6,Rattus norvegicus,NA,NA,NA,NA,NA,4,NA
6,Peromyscus maniculatus,NA,NA,NA,NA,NA,1,NA
6,Mesocricetus auratus,NA,NA,NA,NA,NA,1,NA
6,Chinchilla lanigera,NA,NA,NA,NA,NA,1,NA
6,Oryctolagus cuniculus,NA,NA,NA,NA,NA,2,NA
6,Ovis aries,NA,NA,NA,NA,NA,3,NA
6,Mesoplodon densirostris,NA,NA,NA,NA,NA,1,NA
6,Hippopotamus amphibius,NA,NA,NA,NA,NA,1,NA
6,Vicugna pacos,NA,NA,NA,NA,NA,2,NA
6,Sus scrofa,NA,NA,NA,NA,NA,1,NA
6,Canis lupus,NA,NA,NA,NA,NA,2,NA
6,Mustela putorius,NA,NA,NA,NA,NA,1,NA
6,Panthera onca,NA,NA,NA,NA,NA,2,NA
6,Suricata suricatta,NA,NA,NA,NA,NA,1,NA
6,Equus caballus,NA,NA,NA,NA,NA,6,NA
6,Miniopterus natalensis,NA,NA,NA,NA,NA,1,NA
6,Trichechus manatus,NA,NA,NA,NA,NA,1,NA
6,Orycteropus afer,NA,NA,NA,NA,NA,1,NA
6,Hirundo rustica,NA,NA,NA,NA,NA,1,NA
6,Prinia subflava,NA,NA,NA,NA,NA,1,NA
6,Corvus brachyrhynchos,NA,NA,NA,NA,NA,1,NA
6,Passer domesticus,NA,NA,NA,NA,NA,1,NA
6,Tyto alba,NA,NA,NA,NA,NA,1,NA
6,Phaethon lepturus,NA,NA,NA,NA,NA,1,NA
6,Eurypyga helias,NA,NA,NA,NA,NA,1,NA
6,Nipponia nippon,NA,NA,NA,NA,NA,1,NA
6,Caloenas nicobarica,NA,NA,NA,NA,NA,1,NA
6,Meleagris gallopavo,NA,NA,NA,NA,NA,4,NA
6,Lagopus muta,NA,NA,NA,NA,NA,1,NA
6,Anser cygnoides,NA,NA,NA,NA,NA,1,NA
6,Apteryx mantelli,NA,NA,NA,NA,NA,4,NA
6,Nothoprocta perdicaria,NA,NA,NA,NA,NA,1,NA
6,Dromaius novaehollandiae,NA,NA,NA,NA,NA,1,NA
